1	0.001052	0.000783
2	0.000005	0.000622
3	0.000004	0.000465
4	0.000005	0.000004
5	0.000004	0.000004
6	0.000004	0.000003
7	0.000005	0.000006
8	0.000002	0.000003
9	0.000004	0.000005
10	0.000004	0.000004
11	0.000006	0.000008
12	0.000003	0.000003
13	0.000003	0.000004
14	0.000004	0.000004
15	0.000004	0.000003
16	0.000003	0.000004
17	0.000009	0.000005
18	0.000003	0.000006
19	0.000003	0.000003
20	0.000003	0.000004
21	0.000003	0.000003
22	0.000003	0.000006
23	0.000005	0.000003
24	0.000004	0.000003
25	0.000004	0.000004
26	0.000005	0.000005
27	0.000011	0.000005
28	0.000005	0.000004
29	0.000004	0.000005
30	0.000005	0.000003
31	0.000005	0.000004
32	0.000007	0.000004
33	0.000004	0.000004
34	0.000006	0.000007
35	0.000004	0.000004
36	0.000007	0.000004
37	0.000006	0.000005
38	0.000006	0.000005
39	0.000005	0.000004
40	0.000005	0.000006
41	0.000005	0.000004
42	0.000007	0.000004
43	0.000005	0.000004
44	0.000005	0.000005
45	0.000006	0.000004
46	0.000005	0.000005
47	0.000005	0.000004
48	0.000006	0.000004
49	0.000010	0.000004
50	0.000007	0.000006
51	0.000006	0.000004
52	0.000009	0.000004
53	0.000005	0.000004
54	0.000004	0.000004
55	0.000006	0.000004
56	0.000007	0.000005
57	0.000006	0.000004
58	0.000006	0.000004
59	0.000004	0.000004
60	0.000009	0.000005
61	0.000005	0.000004
62	0.000007	0.000004
63	0.000006	0.000004
64	0.000007	0.000004
65	0.000006	0.000006
66	0.000005	0.000006
67	0.000005	0.000003
68	0.000007	0.000003
69	0.000006	0.000004
70	0.000006	0.000004
71	0.000005	0.000006
72	0.000005	0.000007
73	0.000005	0.000005
74	0.000007	0.000005
75	0.000005	0.000005
76	0.000006	0.000006
77	0.000007	0.000005
78	0.000006	0.000004
79	0.000007	0.000003
80	0.000007	0.000005
81	0.000007	0.000005
82	0.000009	0.000005
83	0.000006	0.000005
84	0.000007	0.000004
85	0.000006	0.000005
86	0.000008	0.000007
87	0.000006	0.000004
88	0.000008	0.000004
89	0.000008	0.000004
90	0.000009	0.000006
91	0.000007	0.000005
92	0.000007	0.000003
93	0.000007	0.000004
94	0.000005	0.000004
95	0.000008	0.000006
96	0.000007	0.000004
97	0.000005	0.000004
98	0.000009	0.000015
99	0.000007	0.000004
100	0.000009	0.000005
101	0.000007	0.000004
102	0.000009	0.000005
103	0.000006	0.000007
104	0.000008	0.000004
105	0.000010	0.000011
106	0.000011	0.000004
107	0.000008	0.000007
108	0.000008	0.000004
109	0.000009	0.000004
110	0.000008	0.000005
111	0.000007	0.000004
112	0.000009	0.000004
113	0.000008	0.000007
114	0.000009	0.000006
115	0.000007	0.000004
116	0.000010	0.000007
117	0.000009	0.000003
118	0.000008	0.000004
119	0.000007	0.000004
120	0.000008	0.000004
121	0.000008	0.000006
122	0.000010	0.000006
123	0.000011	0.000004
124	0.000008	0.000004
125	0.000009	0.000004
126	0.000008	0.000004
127	0.000008	0.000004
128	0.000008	0.000004
129	0.000008	0.000004
130	0.000009	0.000004
131	0.000010	0.000005
132	0.000010	0.000004
133	0.000009	0.000004
134	0.000008	0.000004
135	0.000012	0.000007
136	0.000007	0.000004
